5,5000,1.704117037817187e-44
5,5000,2.0059921995659134e-42
5,5000,1.800782716863113e-43
5,5000,5.636088028698516e-43
5,5000,1.545131812246671e-43
5,5000,2.6940115408628364e-44
5,5000,2.035835938213662e-43
5,5000,1.7918586378425913e-43
5,5000,3.913432843140492e-41
5,5000,3.1283154600857913e-44
5,5000,1.91047380888662e-42
5,5000,1.6172832550995133e-45
5,5000,6.416015814052859e-44
5,5000,1.608669901156563e-47
5,5000,4.08085287729231e-44
5,5000,1.2044564925608457e-44
5,5000,3.0065228428082017e-43
5,5000,3.961247249014461e-41
10,10000,1.377964121495065e-42
10,10000,1.3663069258008644e-40
10,10000,1.6082189360116816e-42
10,10000,3.878186221833834e-43
10,10000,9.337813038837748e-45
10,10000,2.347862447825883e-42
10,10000,8.481476890421318e-46
10,10000,4.387082756224665e-44
10,10000,1.9586457187624947e-42
10,10000,1.219564023965491e-41
10,10000,5.920205046645002e-42
10,10000,1.470052142660334e-42
10,10000,1.5401817799938474e-43
10,10000,2.2802000048013025e-40
10,10000,2.2070286287941097e-43
10,10000,3.0978536803557828e-43
10,10000,2.2189800204991235e-44
10,10000,3.727297312306586e-42
20,20000,5.905685904296593e-43
20,20000,1.1532648765113255e-41
20,20000,3.950627208279301e-43
20,20000,2.5879326197639134e-43
20,20000,8.227244712963165e-44
20,20000,3.616191514797371e-44
20,20000,2.886797782114633e-43
20,20000,2.4662598891918544e-41
20,20000,9.69673378710674e-43
20,20000,1.3649299193209112e-42
20,20000,7.022803629943318e-46
20,20000,8.206096513381798e-44
20,20000,1.6651826306504021e-43
20,20000,2.382943103510424e-43
20,20000,6.246703308447808e-42
20,20000,4.618337732761009e-41
20,20000,1.298959972611158e-42
20,20000,1.1582971162954418e-41
35,35000,1.399094039965519e-41
35,35000,2.634090239925229e-41
35,35000,2.9443791798424258e-43
35,35000,3.632675558895552e-43
35,35000,7.691062937656788e-42
35,35000,6.908516058884179e-41
35,35000,3.2719755949174548e-43
35,35000,1.3115889323343275e-41
35,35000,4.176601633234359e-43
35,35000,1.1637069209896927e-43
35,35000,4.9890338340835326e-42
35,35000,3.9586050555962907e-42
35,35000,2.459940585332574e-42
35,35000,1.7456905703471746e-44
35,35000,1.2625036390894657e-43
35,35000,2.6411660510491442e-43
35,35000,2.935656720038166e-44
35,35000,1.122643314562051e-44
50,50000,4.558232208985077e-43
50,50000,3.1345359121424275e-42
50,50000,4.556665364918217e-43
50,50000,1.0539051277805226e-42
50,50000,2.60916411030446e-40
50,50000,1.0524810937722041e-41
50,50000,5.4877797672999864e-42
50,50000,2.1384649157554772e-42
50,50000,1.0660492585737013e-43
50,50000,3.3919788748407473e-42
50,50000,3.271020253459506e-42
50,50000,4.36734656941426e-42
50,50000,2.91257179299717e-42
50,50000,1.9884316350629098e-41
50,50000,4.342101883291434e-42
50,50000,3.699641253671997e-42
50,50000,1.9113874748146185e-43
50,50000,1.5065058086589972e-44
75,75000,2.019766081143807e-41
75,75000,6.534064029862938e-42
75,75000,9.103469723259436e-42
75,75000,1.2133934014867263e-42
75,75000,3.2531553302288787e-41
75,75000,4.536822579669144e-42
75,75000,2.4426559887421952e-42
75,75000,8.915491131874851e-43
75,75000,2.5615381136659313e-42
75,75000,1.4680434749617917e-42
75,75000,2.577277707842781e-42
75,75000,7.74861209525328e-42
75,75000,3.341429604949741e-42
75,75000,7.459888114965867e-43
75,75000,4.1089728489591076e-42
75,75000,9.088506543225672e-43
75,75000,2.6557740779058615e-43
75,75000,3.407857756108563e-42
100,100000,1.4363463212898484e-40
100,100000,1.30827393389089e-42
100,100000,3.2391744010990924e-43
100,100000,5.03610497221335e-42
100,100000,1.4803575065787456e-42
100,100000,6.293379704913574e-43
100,100000,3.9209509216152554e-43
100,100000,1.0537746221750583e-43
100,100000,5.160291725189495e-42
100,100000,3.968928683566023e-42
100,100000,1.4688677443643317e-42
100,100000,9.990087149192153e-42
100,100000,3.505859863932496e-41
100,100000,1.0902600040173248e-42
100,100000,3.9709744760259145e-41
100,100000,5.783900809024428e-41
100,100000,3.659984228245345e-42
100,100000,9.591808343633224e-41
200,100000,2.3457206803879896e-41
200,100000,1.85796469995325e-42
200,100000,1.4094804823310003e-42
200,100000,3.897638132485427e-41
200,100000,1.4401079437017812e-41
200,100000,3.3353387488786866e-42
200,100000,4.029878474985723e-42
200,100000,9.356210964593837e-42
200,100000,8.848746033855008e-43
200,100000,3.5804442561435347e-43
200,100000,2.0763845170452496e-41
200,100000,2.2815780179711618e-41
200,100000,6.528192967883636e-42
200,100000,6.815902126445299e-42
